%%%%%%%%%%%%%%%%%%%% Configuration %%%%%%%%%%%%%%%%%%%%
budget: 3, g: 2, theta3: 1.000000, layers: 10
%%%%%%%%%%%%%%%%%%%% Optimization Output %%%%%%%%%%%%%%%%%%%%
minimal loss: -39.87451452707735, 
maxIter: 0, func_eval: 7676
Parameters Found: [ 1.51014053 -0.33059088 -0.24402405 -0.39431951 -0.00182824 -0.17186092
  0.14870056  0.06273982 -0.17827628 -0.10398884  0.02438974  0.18692112
 -0.08372848 -0.0195826   1.00021215  0.88732994  0.13646211  0.13558493
  0.27525212 -0.2329621 ]

----------------- Loss (0 steps from 0 iterations) -----------------
iter		loss
------------------------------------------------------------------------

Training done! Total elapsed time:91104.91s

Optimal: selection 101010000000, value -43.51002035+0.00000000j

----------------- Full result ---------------------
rank	selection	value		probability
184	001000100000	-42.51002394		0.00136645
185	000010000010	-42.51006535		0.00136630
186	100010000000	-42.51007422		0.00136625
187	000010001000	-42.50984441		0.00136615
188	000010100000	-42.50971972		0.00136572
189	001010000000	-42.51020298		0.00136560
190	010101000100	-18.50397402		0.00115778
191	010101000001	-18.50378599		0.00115751
192	000101010001	-18.50449806		0.00115702
193	000101000101	-18.50369019		0.00115688
194	010101010000	-18.50448930		0.00115682
195	010100010100	-18.50284409		0.00115593
196	010001010001	-18.50347671		0.00115584
197	000101010100	-18.50429122		0.00115580
198	010100010001	-18.50265813		0.00115566
199	000001010101	-18.50340796		0.00115532
200	010001000101	-18.50242079		0.00115476
201	000100010101	-18.50246362		0.00115466
202	010001010100	-18.50325571		0.00115458
203	010100000101	-18.50093965		0.00115208
204	010000010101	-18.50079847		0.00115105
205	100000001010	-43.50904585		0.00074263
206	101000000010	-43.50964539		0.00074263
207	100000100010	-43.50939972		0.00074250
208	101000001000	-43.50961090		0.00074245
209	001000001010	-43.50943554		0.00074237
210	100000101000	-43.50926297		0.00074229
211	101000100000	-43.50982961		0.00074228
212	000000101010	-43.50919663		0.00074224
213	001000100010	-43.50972740		0.00074222
214	100010000010	-43.50971355		0.00074206
215	001000101000	-43.50959419		0.00074201
216	100010001000	-43.50957732		0.00074185
217	101010000000	-43.51002035		0.00074181
218	000010001010	-43.50953514		0.00074180
219	001010000010	-43.50994229		0.00074175
220	100010100000	-43.50963039		0.00074164
221	000010100010	-43.50966136		0.00074161
222	001010001000	-43.50980960		0.00074155
223	000010101000	-43.50942641		0.00074138
224	001010100000	-43.50980066		0.00074132
225	010010000101	-27.50318608		0.00071403
226	010000100101	-27.50275194		0.00071355
227	011000000101	-27.50250187		0.00071345
228	000010010101	-27.50417201		0.00071337
229	010010010001	-27.50434178		0.00071324
230	010010010100	-27.50414776		0.00071320
231	011000010100	-27.50399832		0.00071309
232	000110000101	-27.50457032		0.00071306
233	001000010101	-27.50375621		0.00071302
234	011000010001	-27.50398886		0.00071295
235	010110000001	-27.50476714		0.00071293
236	010110000100	-27.50498215		0.00071281
237	000100100101	-27.50433406		0.00071276
238	010100100001	-27.50458024		0.00071267
239	010100100100	-27.50479421		0.00071255
240	100000010101	-27.50307996		0.00071235
241	000110010001	-27.50547798		0.00071232
242	000110010100	-27.50529812		0.00071228
243	010000010110	-27.50312390		0.00071223
244	010000011001	-27.50322491		0.00071215
245	010110010000	-27.50559722		0.00071213
246	011001000100	-27.50530273		0.00071202
247	100100000101	-27.50340774		0.00071198
248	000001100101	-27.50533681		0.00071198
249	001100000101	-27.50330146		0.00071196
250	011100000100	-27.50397965		0.00071195
251	001001000101	-27.50515726		0.00071193
252	010001100001	-27.50545722		0.00071192
253	011100000001	-27.50356117		0.00071189
254	011001000001	-27.50529120		0.00071188
255	010001100100	-27.50526424		0.00071187
256	000011000101	-27.50506228		0.00071183
257	001001010100	-27.50535030		0.00071182
258	100100010100	-27.50478724		0.00071178
259	010100001001	-27.50356622		0.00071176
260	011001010000	-27.50558652		0.00071175
261	010011000001	-27.50513335		0.00071172
262	110000000101	-27.50058386		0.00071170
263	010011000100	-27.50494139		0.00071168
